Gene stable ID	Gene name	Gene type	Gene description
ENSG00000309151		lncRNA	novel transcript, antisense to GTPBP10 and CLDN12
ENSG00000261161		lncRNA	novel transcript
ENSG00000297228		lncRNA	novel transcript
ENSG00000309154		lncRNA	novel transcript
ENSG00000297239		lncRNA	novel transcript
ENSG00000297240		lncRNA	novel transcript
ENSG00000235005		lncRNA	novel transcript
ENSG00000161217	PCYT1A	protein_coding	phosphate cytidylyltransferase 1A, choline [Source:HGNC Symbol;Acc:HGNC:8754]
ENSG00000305141		lncRNA	novel transcript
ENSG00000260944	FOXC2-AS1	lncRNA	FOXC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50665]
ENSG00000155542	SETD9	protein_coding	SET domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28508]
ENSG00000309162		lncRNA	novel transcript
ENSG00000290602		lncRNA	novel transcript
ENSG00000226383	LINC01876	lncRNA	long intergenic non-protein coding RNA 1876 [Source:HGNC Symbol;Acc:HGNC:52695]
ENSG00000225855	RUSC1-AS1	lncRNA	RUSC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26680]
ENSG00000305162		lncRNA	novel transcript
ENSG00000261009		lncRNA	novel transcript
ENSG00000122376	SHLD2	protein_coding	shieldin complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28773]
ENSG00000230746		lncRNA	novel transcript
ENSG00000305221		lncRNA	novel transcript
ENSG00000309263		lncRNA	novel transcript
ENSG00000305233		lncRNA	novel transcript, antisense to NARFL
ENSG00000305256		lncRNA	novel transcript
ENSG00000309265		lncRNA	novel transcript
ENSG00000305278		lncRNA	novel transcript, antisense to HYDIN
ENSG00000233038	PTPRN2-AS1	lncRNA	PTPRN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40488]
ENSG00000260352	SMG1-DT	lncRNA	SMG1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55394]
ENSG00000305294		lncRNA	novel transcript, sense intronic to RBFOX1
ENSG00000288935		lncRNA	novel transcript
ENSG00000309277		lncRNA	novel transcript
ENSG00000245768		lncRNA	novel transcript
ENSG00000289588		lncRNA	novel transcript
ENSG00000229960		lncRNA	novel transcript
ENSG00000018869	ZNF582	protein_coding	zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]
ENSG00000309289		lncRNA	novel transcript
ENSG00000223665		lncRNA	novel transcript
ENSG00000166902	MRPL16	protein_coding	mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]
ENSG00000261055		lncRNA	novel transcript
ENSG00000228857	ACTR3-AS1	lncRNA	ACTR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53965]
ENSG00000235749		lncRNA	novel transcript, antisense to OR13G1, OR6F1 and OR14A2
ENSG00000305325		lncRNA	novel transcript
ENSG00000305330		lncRNA	novel transcript
ENSG00000305338		lncRNA	novel transcript, antisense to ESRP2
ENSG00000309308		lncRNA	novel transcript
ENSG00000261638		lncRNA	novel transcript
ENSG00000309316		lncRNA	novel transcript
ENSG00000289418		lncRNA	novel transcript, antisense to PTPRN2
ENSG00000243144	LINC02932	lncRNA	long intergenic non-protein coding RNA 2932 [Source:HGNC Symbol;Acc:HGNC:55875]
ENSG00000064651	SLC12A2	protein_coding	solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911]
ENSG00000305372		lncRNA	novel transcript, antisense to SLC38A7
ENSG00000305389		lncRNA	novel transcript
ENSG00000305400		lncRNA	novel transcript, antisense to EEF2K
ENSG00000166398	GARRE1	protein_coding	granule associated Rac and RHOG effector 1 [Source:HGNC Symbol;Acc:HGNC:29016]
ENSG00000305477		lncRNA	novel transcript
ENSG00000305482		lncRNA	novel transcript, antisense to BFAR
ENSG00000110422	HIPK3	protein_coding	homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]
ENSG00000186106	ANKRD46	protein_coding	ankyrin repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:27229]
ENSG00000260378		lncRNA	novel transcript, antisense to CPPED1
ENSG00000297283		lncRNA	novel transcript
ENSG00000305606		lncRNA	novel transcript, antisense to CPPED1
ENSG00000309330		lncRNA	novel transcript
ENSG00000261359	PYCARD-AS1	lncRNA	PYCARD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45036]
ENSG00000297288		lncRNA	novel transcript, antisense to BRINP2
ENSG00000309340		lncRNA	novel transcript
ENSG00000297290		lncRNA	novel transcript, antisense to HSPB11
ENSG00000289403		lncRNA	novel transcript
ENSG00000261637	LINC02127	lncRNA	long intergenic non-protein coding RNA 2127 [Source:HGNC Symbol;Acc:HGNC:52985]
ENSG00000309358		lncRNA	novel transcript
ENSG00000297293		lncRNA	novel transcript
ENSG00000309360		lncRNA	novel transcript
ENSG00000309361		lncRNA	novel transcript
ENSG00000309376		lncRNA	novel transcript
ENSG00000309378		lncRNA	novel transcript
ENSG00000236817		lncRNA	novel transcript
ENSG00000309415		lncRNA	novel transcript
ENSG00000270006	C16orf95-DT	lncRNA	C16orf95 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55269]
ENSG00000229153	EPHA1-AS1	lncRNA	EPHA1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27799]
ENSG00000297299		lncRNA	novel transcript
ENSG00000234199	LINC01191	lncRNA	long intergenic non-protein coding RNA 1191 [Source:HGNC Symbol;Acc:HGNC:49595]
ENSG00000305760		lncRNA	novel transcript, antisense to RHBDF1
ENSG00000297309		lncRNA	novel transcript
ENSG00000305762		lncRNA	novel transcript
ENSG00000297328		lncRNA	novel transcript, antisense to RCOR3
ENSG00000297335		lncRNA	novel transcript
ENSG00000261329		lncRNA	novel transcript, antisense to a novel protein
ENSG00000297354		lncRNA	novel transcript, sense overlapping PPIAL4D
ENSG00000291077		lncRNA	novel transcript
ENSG00000297360		lncRNA	novel transcript, antisense to MIA3
ENSG00000297367		lncRNA	novel transcript, antisense to CSF3R and MRPS15 and OSCP1
ENSG00000305808		lncRNA	novel transcript
ENSG00000305823		lncRNA	novel transcript
ENSG00000261014	LINC02165	lncRNA	long intergenic non-protein coding RNA 2165 [Source:HGNC Symbol;Acc:HGNC:53026]
ENSG00000288902		lncRNA	novel transcript
ENSG00000260848		lncRNA	novel transcript
ENSG00000297386		lncRNA	novel transcript
ENSG00000276216		lncRNA	novel transcript
ENSG00000297391		lncRNA	novel transcript
ENSG00000220575	HTR5A-AS1	lncRNA	HTR5A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48956]
ENSG00000305858		lncRNA	novel transcript, antisense to KATNIP
ENSG00000309456		lncRNA	novel transcript, antisense to TAS2R60
ENSG00000144566	RAB5A	protein_coding	RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]
ENSG00000224093	BCAR3-AS1	lncRNA	BCAR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40093]
ENSG00000259840		lncRNA	novel transcript
ENSG00000305914		lncRNA	novel transcript
ENSG00000232533	FAM131B-AS2	lncRNA	FAM131B antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56141]
ENSG00000305915		lncRNA	novel transcript
ENSG00000305939		lncRNA	novel transcript, antisense to MKL2
ENSG00000309493		lncRNA	novel transcript
ENSG00000297402		lncRNA	novel transcript
ENSG00000167664	TMIGD2	protein_coding	transmembrane and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28324]
ENSG00000123353	ORMDL2	protein_coding	ORMDL sphingolipid biosynthesis regulator 2 [Source:HGNC Symbol;Acc:HGNC:16037]
ENSG00000297406		lncRNA	novel transcript, antisense to SRGAP2B
ENSG00000234715	SLC26A5-AS1	lncRNA	SLC26A5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55680]
ENSG00000305960		lncRNA	novel transcript
ENSG00000297410		lncRNA	novel transcript
ENSG00000297412		lncRNA	novel transcript
ENSG00000231764	DLX6-AS1	lncRNA	DLX6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37151]
ENSG00000289288		lncRNA	novel transcript
ENSG00000297416		lncRNA	novel transcript
ENSG00000297419		lncRNA	novel transcript
ENSG00000262097	LINC02185	lncRNA	long intergenic non-protein coding RNA 2185 [Source:HGNC Symbol;Acc:HGNC:53047]
ENSG00000297423		lncRNA	novel transcript
ENSG00000297436		lncRNA	novel transcript
ENSG00000229337		lncRNA	novel transcript
ENSG00000213030	CGB8	protein_coding	chorionic gonadotropin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:16453]
ENSG00000236292	USH2A-AS1	lncRNA	USH2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40606]
ENSG00000297459		lncRNA	novel transcript
ENSG00000297466		lncRNA	novel transcript
ENSG00000306016		lncRNA	novel transcript
ENSG00000260083	MIR762HG	lncRNA	MIR762 host gene [Source:HGNC Symbol;Acc:HGNC:51386]
ENSG00000297473		lncRNA	novel transcript
ENSG00000297476		lncRNA	novel transcript
ENSG00000297492		lncRNA	novel transcript
ENSG00000231246	LINC02884	lncRNA	long intergenic non-protein coding RNA 2884 [Source:HGNC Symbol;Acc:HGNC:54808]
ENSG00000186020	ZNF529	protein_coding	zinc finger protein 529 [Source:HGNC Symbol;Acc:HGNC:29328]
ENSG00000257218	GATC	protein_coding	glutamyl-tRNA amidotransferase subunit C [Source:HGNC Symbol;Acc:HGNC:25068]
ENSG00000261241	LINC02128	lncRNA	long intergenic non-protein coding RNA 2128 [Source:HGNC Symbol;Acc:HGNC:52986]
ENSG00000130234	ACE2	protein_coding	angiotensin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557]
ENSG00000204954	UQCC6	protein_coding	ubiquinol-cytochrome c reductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:34450]
ENSG00000272619	FAM131B-AS1	lncRNA	FAM131B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55208]
ENSG00000289077		lncRNA	novel transcript
ENSG00000160799	CCDC12	protein_coding	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]
ENSG00000289349		lncRNA	novel transcript
ENSG00000309517		lncRNA	novel transcript, antisense to AGMO
ENSG00000125651	GTF2F1	protein_coding	general transcription factor IIF subunit 1 [Source:HGNC Symbol;Acc:HGNC:4652]
ENSG00000206047	DEFA1	protein_coding	defensin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2761]
ENSG00000309522		lncRNA	novel transcript
ENSG00000308857		lncRNA	novel transcript, antisense to WNT6
ENSG00000309527		lncRNA	novel transcript
ENSG00000300702		lncRNA	novel transcript
ENSG00000309538		lncRNA	novel transcript, antisense to AGMO
ENSG00000309549		lncRNA	novel transcript, antisense to KCND2
ENSG00000104687	GSR	protein_coding	glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]
ENSG00000115592	PRKAG3	protein_coding	protein kinase AMP-activated non-catalytic subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:9387]
ENSG00000230487	PSMG3-AS1	lncRNA	PSMG3 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:22230]
ENSG00000297513		lncRNA	novel transcript, antisense to SMYD3
ENSG00000224985		lncRNA	novel transcript
ENSG00000306234		lncRNA	novel transcript
ENSG00000286759		lncRNA	novel transcript
ENSG00000297519		lncRNA	novel transcript
ENSG00000297520		lncRNA	novel transcript, antisense to CACNA1E
ENSG00000111678	C12orf57	protein_coding	chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]
ENSG00000260268	LINC00919	lncRNA	long intergenic non-protein coding RNA 919 [Source:HGNC Symbol;Acc:HGNC:48610]
ENSG00000297522		lncRNA	novel transcript, antisense to TXLNA
ENSG00000229537	LINC01739	lncRNA	long intergenic non-protein coding RNA 1739 [Source:HGNC Symbol;Acc:HGNC:52527]
ENSG00000171467	ZNF318	protein_coding	zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578]
ENSG00000309622		lncRNA	novel transcript
ENSG00000309626		lncRNA	novel transcript
ENSG00000309641		lncRNA	novel transcript
ENSG00000309655		lncRNA	novel transcript
ENSG00000130985	UBA1	protein_coding	ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]
ENSG00000309656		lncRNA	novel transcript
ENSG00000297525		lncRNA	novel transcript
ENSG00000231437	LINC01750	lncRNA	long intergenic non-protein coding RNA 1750 [Source:HGNC Symbol;Acc:HGNC:52538]
ENSG00000309657		lncRNA	novel transcript, antisense to CASD1
ENSG00000221845	LINC02902	lncRNA	long intergenic non-protein coding RNA 2902 [Source:HGNC Symbol;Acc:HGNC:34432]
ENSG00000163673	DCLK3	protein_coding	doublecortin like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19005]
ENSG00000127311	HELB	protein_coding	DNA helicase B [Source:HGNC Symbol;Acc:HGNC:17196]
ENSG00000309687		lncRNA	novel transcript
ENSG00000226965		lncRNA	novel transcript
ENSG00000235760	MSH2-OT1	lncRNA	MSH2 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:40319]
ENSG00000236824	BCYRN1	lncRNA	brain cytoplasmic RNA 1 [Source:HGNC Symbol;Acc:HGNC:1022]
ENSG00000146242	TPBG	protein_coding	trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]
ENSG00000304620		lncRNA	novel transcript
ENSG00000213465	ARL2	protein_coding	ARF like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]
ENSG00000303258		lncRNA	novel transcript
ENSG00000297531		lncRNA	novel transcript
ENSG00000297533		lncRNA	novel transcript
ENSG00000114395	CYB561D2	protein_coding	cytochrome b561 family member D2 [Source:HGNC Symbol;Acc:HGNC:30253]
ENSG00000297543		lncRNA	novel transcript, antisense to PFDN2
ENSG00000286455		lncRNA	novel transcript
ENSG00000230138	LINC02812	lncRNA	long intergenic non-protein coding RNA 2812 [Source:HGNC Symbol;Acc:HGNC:54344]
ENSG00000309703		lncRNA	novel transcript
ENSG00000303276		lncRNA	novel transcript
ENSG00000286532	PARTICL	lncRNA	promoter of MAT2A antisense radiation-induced circulating long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:50886]
ENSG00000273297	LINC03060	lncRNA	long intergenic non-protein coding RNA 3060 [Source:HGNC Symbol;Acc:HGNC:56367]
ENSG00000261749	LINC02180	lncRNA	long intergenic non-protein coding RNA 2180 [Source:HGNC Symbol;Acc:HGNC:53042]
ENSG00000288858		lncRNA	novel transcript
ENSG00000227963	RBM15-AS1	lncRNA	RBM15 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53636]
ENSG00000305171		lncRNA	novel transcript, antisense to USP39
ENSG00000310473		lncRNA	novel transcript, antisense to GNLY
ENSG00000112081	SRSF3	protein_coding	serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]
ENSG00000310481		lncRNA	novel transcript
ENSG00000305802		lncRNA	novel transcript
ENSG00000146021	KLHL3	protein_coding	kelch like family member 3 [Source:HGNC Symbol;Acc:HGNC:6354]
ENSG00000308248		lncRNA	novel transcript
ENSG00000308233		lncRNA	novel transcript
ENSG00000303880		lncRNA	novel transcript
ENSG00000303899		lncRNA	novel transcript
ENSG00000296910		lncRNA	novel transcript, antisense to ATOH8
ENSG00000296931		lncRNA	novel transcript
ENSG00000261707		lncRNA	novel transcript, antisense to NUDT7
ENSG00000298902		lncRNA	novel transcript
ENSG00000224272		lncRNA	novel transcript
ENSG00000306565		lncRNA	novel transcript
ENSG00000144681	STAC	protein_coding	SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]
ENSG00000274925	ZKSCAN2-DT	lncRNA	ZKSCAN2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53912]
ENSG00000297165		lncRNA	novel transcript
ENSG00000149100	EIF3M	protein_coding	eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460]
ENSG00000235151		lncRNA	novel transcript
ENSG00000297559		lncRNA	novel transcript
ENSG00000306665		lncRNA	novel transcript
ENSG00000299450		lncRNA	novel transcript
ENSG00000246898	LINC00920	lncRNA	long intergenic non-protein coding RNA 920 [Source:HGNC Symbol;Acc:HGNC:48611]
ENSG00000297567		lncRNA	novel transcript, antisense to DEDD
ENSG00000300875		lncRNA	novel transcript
ENSG00000297573		lncRNA	novel transcript
ENSG00000303783		lncRNA	novel transcript
ENSG00000286790		lncRNA	novel transcript, antisense to SYT17
ENSG00000297574		lncRNA	novel transcript
ENSG00000297580		lncRNA	novel transcript
ENSG00000306821		lncRNA	novel transcript
ENSG00000297598		lncRNA	novel transcript
ENSG00000306859		lncRNA	novel transcript
ENSG00000121749	TBC1D15	protein_coding	TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]
ENSG00000297626		lncRNA	novel transcript
ENSG00000276110		lncRNA	novel transcript, antisense to CA14
ENSG00000260442	ATP2A1-AS1	lncRNA	ATP2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51370]
ENSG00000233806	LINC01237	lncRNA	long intergenic non-protein coding RNA 1237 [Source:HGNC Symbol;Acc:HGNC:49793]
ENSG00000223479	LINC02238	lncRNA	long intergenic non-protein coding RNA 2238 [Source:HGNC Symbol;Acc:HGNC:53116]
ENSG00000297674		lncRNA	novel transcript
ENSG00000101463	SYNDIG1	protein_coding	synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:HGNC:15885]
ENSG00000297676		lncRNA	novel transcript
ENSG00000168367	LINC00917	lncRNA	long intergenic non-protein coding RNA 917 [Source:HGNC Symbol;Acc:HGNC:48607]
ENSG00000297692		lncRNA	novel transcript
ENSG00000297749		lncRNA	novel transcript, antisense to PLEKHG5
ENSG00000297773		lncRNA	novel transcript, antisense to LRRC8B
ENSG00000297811		lncRNA	novel transcript, antisense to CSMD2
ENSG00000297821		lncRNA	novel transcript
ENSG00000237728	CAMTA1-AS2	lncRNA	CAMTA1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40855]
ENSG00000261025		lncRNA	novel transcript
ENSG00000309712		lncRNA	novel transcript
ENSG00000235200	LINC01702	lncRNA	long intergenic non-protein coding RNA 1702 [Source:HGNC Symbol;Acc:HGNC:52490]
ENSG00000309716		lncRNA	novel transcript, antisense to RNF216
ENSG00000309736		lncRNA	novel transcript, antisense to RNF216
ENSG00000236039	LINC02889	lncRNA	long intergenic non-protein coding RNA 2889 [Source:HGNC Symbol;Acc:HGNC:55071]
ENSG00000161249	DMKN	protein_coding	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]
ENSG00000214736	TOMM6	protein_coding	translocase of outer mitochondrial membrane 6 [Source:HGNC Symbol;Acc:HGNC:34528]
ENSG00000216921	FAM240C	protein_coding	family with sequence similarity 240 member C [Source:HGNC Symbol;Acc:HGNC:54200]
ENSG00000164237	CMBL	protein_coding	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]
ENSG00000101349	PAK5	protein_coding	p21 (RAC1) activated kinase 5 [Source:HGNC Symbol;Acc:HGNC:15916]
ENSG00000303802		lncRNA	novel transcript
ENSG00000226423		lncRNA	novel transcript
ENSG00000297888		lncRNA	novel transcript, antisense to ZC3H11A and ZBED6
ENSG00000297890		lncRNA	novel transcript
ENSG00000297910		lncRNA	novel transcript
ENSG00000236341		lncRNA	novel transcript
ENSG00000040341	STAU2	protein_coding	staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]
ENSG00000300410		lncRNA	novel transcript
ENSG00000306939		lncRNA	novel transcript, antisense to ADGRG1
ENSG00000300317		lncRNA	novel transcript
ENSG00000047579	DTNBP1	protein_coding	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]
ENSG00000287971		lncRNA	novel transcript
ENSG00000229196	LINC03008	lncRNA	long intergenic non-protein coding RNA 3008 [Source:HGNC Symbol;Acc:HGNC:56133]
ENSG00000232002	LINC01880	lncRNA	long intergenic non-protein coding RNA 1880 [Source:HGNC Symbol;Acc:HGNC:52699]
ENSG00000297912		lncRNA	novel transcript
ENSG00000269826		lncRNA	novel transcript
ENSG00000297913		lncRNA	novel transcript, antisense to CRP
ENSG00000285040		lncRNA	novel transcript
ENSG00000297934		lncRNA	novel transcript
ENSG00000234233	KCNH1-IT1	lncRNA	KCNH1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41351]
ENSG00000269667		lncRNA	novel transcript
ENSG00000261595	PPM1J-DT	lncRNA	PPM1J divergent transcript [Source:HGNC Symbol;Acc:HGNC:55355]
ENSG00000290420		lncRNA	novel transcript
ENSG00000164048	ZNF589	protein_coding	zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]
ENSG00000289556		lncRNA	novel transcript
ENSG00000233219		lncRNA	novel transcript
ENSG00000297948		lncRNA	novel transcript
ENSG00000309810		lncRNA	novel transcript
ENSG00000227053	MUC12-AS1	lncRNA	MUC12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40382]
ENSG00000258673	LINC01397	lncRNA	long intergenic non-protein coding RNA 1397 [Source:HGNC Symbol;Acc:HGNC:50677]
ENSG00000101049	SGK2	protein_coding	serum/glucocorticoid regulated kinase 2 [Source:HGNC Symbol;Acc:HGNC:13900]
ENSG00000171202	TMEM126A	protein_coding	transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]
ENSG00000291147		lncRNA	novel transcript
ENSG00000236494		lncRNA	novel transcript
ENSG00000263220		lncRNA	novel transcript, antisense to RABEP1
ENSG00000263272		lncRNA	novel transcript, antisense to RPAIN
ENSG00000108561	C1QBP	protein_coding	complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]
ENSG00000236081	ELFN1-AS1	lncRNA	ELFN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39071]
ENSG00000261049		lncRNA	novel transcript, antisense to FTO
ENSG00000307128		lncRNA	novel transcript, sense intronic to FTO
ENSG00000309837		lncRNA	novel transcript
ENSG00000307163		lncRNA	novel transcript
ENSG00000309840		lncRNA	novel transcript
ENSG00000307195		lncRNA	novel transcript
ENSG00000309844		lncRNA	novel transcript
ENSG00000259929		lncRNA	novel transcript
ENSG00000226587		lncRNA	novel transcript
ENSG00000297971		lncRNA	novel transcript
ENSG00000232298	GRHL3-AS1	lncRNA	GRHL3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41119]
ENSG00000297975		lncRNA	novel transcript
ENSG00000153551	CMTM7	protein_coding	CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178]
ENSG00000297983		lncRNA	novel transcript, antisense to MRPS14
ENSG00000297993		lncRNA	novel transcript
ENSG00000307278		lncRNA	novel transcript
ENSG00000283304	LINC02183	lncRNA	long intergenic non-protein coding RNA 2183 [Source:HGNC Symbol;Acc:HGNC:53045]
ENSG00000287697		lncRNA	novel transcript, antisense to CACYBP
ENSG00000272691		lncRNA	novel transcript
ENSG00000286658		lncRNA	novel transcript, antisense to GRB10
ENSG00000246379	GNAO1-DT	lncRNA	GNAO1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27543]
ENSG00000309876		lncRNA	novel transcript
ENSG00000298053		lncRNA	novel transcript
ENSG00000298070		lncRNA	novel transcript
ENSG00000298086		lncRNA	novel transcript
ENSG00000298098		lncRNA	novel transcript
ENSG00000284808		lncRNA	novel transcript
ENSG00000298112		lncRNA	novel transcript
ENSG00000005100	DHX33	protein_coding	DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]
ENSG00000298116		lncRNA	novel transcript
ENSG00000298178		lncRNA	novel transcript, antisense to SEMA6C
ENSG00000231721	LINC-PINT	lncRNA	long intergenic non-protein coding RNA, p53 induced transcript [Source:HGNC Symbol;Acc:HGNC:26885]
ENSG00000298180		lncRNA	novel transcript
ENSG00000298206		lncRNA	novel transcript
ENSG00000171368	TPPP	protein_coding	tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:HGNC:24164]
ENSG00000286210		lncRNA	novel transcript
ENSG00000165424	ZCCHC24	protein_coding	zinc finger CCHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:26911]
ENSG00000298243		lncRNA	novel transcript
ENSG00000287633		lncRNA	novel transcript
ENSG00000289114		lncRNA	novel transcript, antisense to ARID4B
ENSG00000110002	VWA5A	protein_coding	von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]
ENSG00000148459	PDSS1	protein_coding	decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]
ENSG00000298298		lncRNA	novel transcript
ENSG00000260041		lncRNA	novel transcript
ENSG00000298308		lncRNA	novel transcript
ENSG00000298372		lncRNA	novel transcript, antisense to ALPL and RP11-63N8.4
ENSG00000307404		lncRNA	novel transcript, antisense to GNAO1
ENSG00000307452		lncRNA	novel transcript
ENSG00000227533	SLC2A1-DT	lncRNA	SLC2A1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44187]
ENSG00000307474		lncRNA	novel transcript
ENSG00000146109	ABT1	protein_coding	activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]
ENSG00000188338	SLC38A3	protein_coding	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]
ENSG00000307481		lncRNA	novel transcript
ENSG00000204362	LINC02783	lncRNA	long intergenic non-protein coding RNA 2783 [Source:HGNC Symbol;Acc:HGNC:54303]
ENSG00000307483		lncRNA	novel transcript
ENSG00000307484		lncRNA	novel transcript, antisense to GFOD2
ENSG00000096433	ITPR3	protein_coding	inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]
ENSG00000249231	CASC16	lncRNA	cancer susceptibility 16 [Source:HGNC Symbol;Acc:HGNC:48608]
ENSG00000298429		lncRNA	novel transcript
ENSG00000267253	WHSC1L2P	processed_pseudogene	Wolf-Hirschhorn syndrome candidate 1-like 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:14647]
ENSG00000167941	SOST	protein_coding	sclerostin [Source:HGNC Symbol;Acc:HGNC:13771]
ENSG00000237463	LRRC52-AS1	lncRNA	LRRC52 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54044]
ENSG00000231256	CFAP97D1	protein_coding	CFAP97 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37241]
ENSG00000197043	ANXA6	protein_coding	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]
ENSG00000307496		lncRNA	novel transcript
ENSG00000275441		lncRNA	novel transcript, antisense to CCDC101
ENSG00000290429		lncRNA	novel transcript
ENSG00000188716	DUSP29	protein_coding	dual specificity phosphatase 29 [Source:HGNC Symbol;Acc:HGNC:23481]
ENSG00000259024	TVP23C-CDRT4	protein_coding	TVP23C-CDRT4 readthrough [Source:HGNC Symbol;Acc:HGNC:42961]
ENSG00000303934		lncRNA	novel transcript
ENSG00000303919		lncRNA	novel transcript
ENSG00000148672	GLUD1	protein_coding	glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335]
ENSG00000236432	MFF-DT	lncRNA	MFF divergent transcript [Source:HGNC Symbol;Acc:HGNC:41067]
ENSG00000285800		lncRNA	novel transcript
ENSG00000101134	DOK5	protein_coding	docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173]
ENSG00000261261		lncRNA	novel transcript
ENSG00000175106	TVP23C	protein_coding	trans-golgi network vesicle protein 23 homolog C [Source:HGNC Symbol;Acc:HGNC:30453]
ENSG00000307532		lncRNA	novel transcript, antisense to TOX3
ENSG00000260963	LINC03064	lncRNA	long intergenic non-protein coding RNA 3064 [Source:HGNC Symbol;Acc:HGNC:56372]
